sub	session	condition	category	word	rt	log_rt	ft_distance	ppmi_distance	w_one_frequency	w_one_log10_frequency	w_one_length	w_two_frequency	w_two_log10_frequency	w_two_length	
014	3	1.5	Eiche	Birke	2042.19047787893	7.622267824871433	0.459852397441864	0.6533681114113368	939	2.972665592266111	5	3332	3.52270499273475	5	
015	1	1.5	Eiche	Pappel	1650.18615205963	7.409249188660282	0.8572461605072021	0.671295702836654	337	2.5276299008713385	6	3332	3.52270499273475	5	
016	1	1.0	Eiche	Buche	1390.4242494083	7.23808314140171	0.7015168368816376	0.7182179521182925	5553	3.7445276734725668	5	3332	3.52270499273475	5	
017	3	0.5	Eiche	Birke	1569.89610942195	7.359401505847375	0.459852397441864	0.6533681114113368	939	2.972665592266111	5	3332	3.52270499273475	5	
018	2	1.0	Eiche	Buche	1069.99999999999	6.976348070447739	0.7015168368816376	0.7182179521182925	5553	3.7445276734725668	5	3332	3.52270499273475	5	
019	2	0.5	Eiche	Buche	2283.33333333333	7.733829502917712	0.7015168368816376	0.7182179521182925	5553	3.7445276734725668	5	3332	3.52270499273475	5	
020	3	1.5	Eiche	Esche	3016.66666666666	8.012239184807328	0.4461255669593811	0.6632834546387423	595	2.7745169657285498	5	3332	3.52270499273475	5	
021	1	1.0	Eiche	Buche	1848.54978681157	7.522697529975658	0.7015168368816376	0.7182179521182925	5553	3.7445276734725668	5	3332	3.52270499273475	5	
022	1	1.5	Eiche	Buche	2061.0822526172	7.631471553508392	0.7015168368816376	0.7182179521182925	5553	3.7445276734725668	5	3332	3.52270499273475	5	
023	2	1.0	Eiche	Tanne	3331.55410376647	8.111494287109812	0.5718472301959991	0.6801661055996215	1010	3.0043213737826426	5	3332	3.52270499273475	5	
024	3	0.5	Eiche	Buche	1522.66667257625	7.328874993542162	0.7015168368816376	0.7182179521182925	5553	3.7445276734725668	5	3332	3.52270499273475	5	
103	2	0.5	Eiche	Buche	1323.33333333333	7.188664467146486	0.7015168368816376	0.7182179521182925	5553	3.7445276734725668	5	3332	3.52270499273475	5	
001	3	0.5	Eisen	Gold	2538.09956475875	7.839564795098387	0.603989839553833	0.7258803852136142	37219	4.570764700328436	4	11515	4.06126394230025	5	
002	2	1.0	Eisen	Kupfer	1215.67533307922	7.1038772809618695	0.5066190361976624	0.5908864089427608	4752	3.6768764319731373	6	11515	4.06126394230025	5	
003	1	1.5	Eisen	Stahl	1272.35065729405	7.1494070180447125	0.5684317052364349	0.6843901501984502	12658	4.102365091338528	5	11515	4.06126394230025	5	
004	2	1.5	Eisen	Stahl	1140.1082341261	7.039755204369467	0.5684317052364349	0.6843901501984502	12658	4.102365091338528	5	11515	4.06126394230025	5	
005	1	0.5	Eisen	Barren	1630.0	7.396948602621014	0.605916291475296	0.8918490481108399	609	2.784617292632875	6	11515	4.06126394230025	5	
006	3	0.5	Eisen	Aluminium	1631.29437732136	7.397741897518487	0.560071736574173	0.7030483399410627	3341	3.523876475638131	9	11515	4.06126394230025	5	
007	1	1.5	Eisen	Kupfer	3869.96968380743	8.261260318929164	0.5066190361976624	0.5908864089427608	4752	3.6768764319731373	6	11515	4.06126394230025	5	
008	2	1.0	Eisen	Stahl	1073.98702254212	6.980063868435053	0.5684317052364349	0.6843901501984502	12658	4.102365091338528	5	11515	4.06126394230025	5	
009	3	1.0	Eisen	Kupfer	1347.91775624717	7.207057887890493	0.5066190361976624	0.5908864089427608	4752	3.6768764319731373	6	11515	4.06126394230025	5	
010	1	0.5	Eisen	Stahl	3048.17748269229	8.022627155426052	0.5684317052364349	0.6843901501984502	12658	4.102365091338528	5	11515	4.06126394230025	5	
011	2	1.5	Eisen	Zinn	2840.36796057122	7.952040891443953	0.5285708904266357	0.7386651587754633	1105	3.0433622780211294	4	11515	4.06126394230025	5	
012	3	1.0	Eisen	Stahl	1919.39394208011	7.5602856221423895	0.5684317052364349	0.6843901501984502	12658	4.102365091338528	5	11515	4.06126394230025	5	
013	1	1.5	Eisen	Metall	1883.33333333333	7.54132936800718	0.4653337001800537	0.7185229419204038	21016	4.322550059778014	6	11515	4.06126394230025	5	
014	2	1.0	Eisen	Stahl	1267.62771360948	7.145691054782937	0.5684317052364349	0.6843901501984502	12658	4.102365091338528	5	11515	4.06126394230025	5	
015	3	1.0	Eisen	Karbon	1451.8225173077	7.281263506975058	0.6800504922866821	0.8673820783824894	130	2.113943352306837	6	11515	4.06126394230025	5	
016	3	0.5	Eisen	Stahl	1310.13420677061	7.178647848295904	0.5684317052364349	0.6843901501984502	12658	4.102365091338528	5	11515	4.06126394230025	5	
017	2	1.5	Eisen	Kupfer	2481.42424054391	7.816990878049396	0.5066190361976624	0.5908864089427608	4752	3.6768764319731373	6	11515	4.06126394230025	5	
018	1	0.5	Eisen	Magnesium	2163.33333333333	7.679867663840375	0.5182709395885468	0.6258927116395261	2495	3.397070549959409	9	11515	4.06126394230025	5	
019	1	1.5	Eisen	Kupfer	1947.73160418753	7.574933980526292	0.5066190361976624	0.5908864089427608	4752	3.6768764319731373	6	11515	4.06126394230025	5	
020	2	1.0	Eisen	Kupfer	2283.33333333333	7.733829502917712	0.5066190361976624	0.5908864089427608	4752	3.6768764319731373	6	11515	4.06126394230025	5	
021	3	0.5	Eisen	Kupfer	1428.20779888486	7.264875582952768	0.5066190361976624	0.5908864089427608	4752	3.6768764319731373	6	11515	4.06126394230025	5	
022	3	1.0	Eisen	Magnesium	2467.2554094902	7.811266868118935	0.5182709395885468	0.6258927116395261	2495	3.397070549959409	9	11515	4.06126394230025	5	
023	1	0.5	Eisen	Nickel	1706.86147627447	7.442997268175699	0.5910019278526306	0.7187157515295737	1944	3.288696260590256	6	11515	4.06126394230025	5	
024	2	1.5	Eisen	Kupfer	1319.58009413975	7.185826384301229	0.5066190361976624	0.5908864089427608	4752	3.6768764319731373	6	11515	4.06126394230025	5	
103	1	1.5	Eisen	Stahl	1140.1082341261	7.039755204369467	0.5684317052364349	0.6843901501984502	12658	4.102365091338528	5	11515	4.06126394230025	5	
001	3	0.5	Erbse	Bohne	2089.41991472462	7.645120240914094	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
002	2	1.0	Erbse	Bohne	1366.80953098545	7.220965856753075	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
003	1	1.5	Erbse	Bohnen	1523.33333333333	7.3293124349899434	0.5338321328163147	0.8417479246474369	5639	3.7512020945883533	6	527	2.7218106152125467	5	
004	2	1.5	Erbse	Moehre	1483.33333333333	7.3027210166535905	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
005	1	0.5	Erbse	Moehre	1319.58009413975	7.185826384301229	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
006	3	0.5	Erbse	Bohne	1789.99999999999	7.490529402060706	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
007	1	1.5	Erbse	Moehre	1026.75758569643	6.93513460662784	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
008	2	1.0	Erbse	Bohne	1262.90476992491	7.1419612316193035	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
009	3	1.0	Erbse	Bohne	1159.00000886438	7.056175291742117	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
010	1	0.5	Erbse	Moehre	1670.0	7.421177528595393	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
011	2	1.5	Erbse	Bohne	1399.87013677744	7.244848848805491	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
012	3	1.0	Erbse	Moehre	1256.66666666666	7.137013431296195	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
013	1	1.5	Erbse	Bohne	2703.40259371869	7.90263631428968	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
014	2	1.0	Erbse	Bohne	1626.57143363679	7.394844264755023	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
015	3	1.0	Erbse	Bohne	2788.41558004095	7.933587383354235	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
016	3	0.5	Erbse	Bohne	1234.5671078175	7.119285340276937	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
017	2	1.5	Erbse	Bohne	1409.31602414658	7.251569088859115	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
018	1	0.5	Erbse	Karotte	1333.74892519346	7.196498482130644	0.49390727281570435	0.8618970089571623	844	2.926342446625655	7	527	2.7218106152125467	5	
019	1	1.5	Erbse	Bohne	3270.0	8.092851027538384	0.5210897028446198	0.8045909501466842	1168	3.067442842776381	5	527	2.7218106152125467	5	
020	2	1.0	Erbse	Moehre	2150.0	7.67368812926773	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
022	3	1.0	Erbse	Moehre	1678.52381416705	7.426265588271292	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
023	1	0.5	Erbse	Moehre	2722.29436845697	7.909597591295443	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
024	2	1.5	Erbse	Moehre	1324.30303782432	7.1893964200626215	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
103	1	1.5	Erbse	Moehre	1923.33333333333	7.562334866392822	0.5274568200111389	0.8613021667824357	664	2.8221680793680175	6	527	2.7218106152125467	5	
001	2	1.5	Esche	Erle	1928.83982944925	7.565192288532408	0.6606258749961853	0.5813109686871083	391	2.5921767573958667	4	595	2.7745169657285498	5	
002	1	0.5	Esche	Baum	1243.33333333333	7.126355190246471	0.6137266159057617	0.8124404443321745	30894	4.489874142210878	4	595	2.7745169657285498	5	
003	3	1.0	Esche	Birke	2350.0	7.762596048540069	0.4401782155036926	0.620441524168003	939	2.972665592266111	5	595	2.7745169657285498	5	
004	1	1.0	Esche	Tanne	1442.37662993857	7.2747405295264755	0.49828988313674927	0.7287422116310034	1010	3.0043213737826426	5	595	2.7745169657285498	5	
005	3	1.5	Esche	Birke	2807.30735477923	7.9403372159859495	0.4401782155036926	0.620441524168003	939	2.972665592266111	5	595	2.7745169657285498	5	
006	2	1.5	Esche	Erle	1603.33333333333	7.380463580634998	0.6606258749961853	0.5813109686871083	391	2.5921767573958667	4	595	2.7745169657285498	5	
007	3	1.0	Esche	Buche	1277.07360097862	7.15310922402929	0.7255010604858398	0.7463971018347445	5553	3.7445276734725668	5	595	2.7745169657285498	5	
008	1	0.5	Esche	Eibe	2563.33333333333	7.849453814790824	0.668948233127594	0.7530119187308718	513	2.7101173651118162	4	595	2.7745169657285498	5	
009	2	0.5	Esche	Eiche	1776.66666666666	7.483056921932488	0.4461255669593811	0.6632834546387423	3332	3.52270499273475	5	595	2.7745169657285498	5	
010	3	1.5	Esche	Erle	2270.0	7.7279755421055585	0.6606258749961853	0.5813109686871083	391	2.5921767573958667	4	595	2.7745169657285498	5	
011	1	1.0	Esche	Buche	1867.44156154984	7.5328599728409635	0.7255010604858398	0.7463971018347445	5553	3.7445276734725668	5	595	2.7745169657285498	5	
012	2	0.5	Esche	Erle	1296.66666666666	7.168323058942341	0.6606258749961853	0.5813109686871083	391	2.5921767573958667	4	595	2.7745169657285498	5	
013	3	1.0	Esche	Eiche	1612.40260258308	7.386100645606246	0.4461255669593811	0.6632834546387423	3332	3.52270499273475	5	595	2.7745169657285498	5	
014	1	0.5	Esche	Eiche	1834.38095575786	7.5150073442593035	0.4461255669593811	0.6632834546387423	3332	3.52270499273475	5	595	2.7745169657285498	5	
015	2	0.5	Esche	Eiche	2920.6580032089	7.979906543437728	0.4461255669593811	0.6632834546387423	3332	3.52270499273475	5	595	2.7745169657285498	5	
016	2	1.5	Esche	Eibe	1432.93074256943	7.2681747233192056	0.668948233127594	0.7530119187308718	513	2.7101173651118162	4	595	2.7745169657285498	5	
017	1	1.0	Esche	Eiche	1295.9653757169	7.167782488290794	0.4461255669593811	0.6632834546387423	3332	3.52270499273475	5	595	2.7745169657285498	5	
018	3	1.5	Esche	Weide	1659.63203942877	7.414953555528816	0.703635036945343	0.7642697702909734	3935	3.5949447366950835	5	595	2.7745169657285498	5	
019	3	1.0	Esche	Buche	1443.33333333333	7.275403133071797	0.7255010604858398	0.7463971018347445	5553	3.7445276734725668	5	595	2.7745169657285498	5	
020	1	0.5	Esche	Buche	1867.44156154984	7.5328599728409635	0.7255010604858398	0.7463971018347445	5553	3.7445276734725668	5	595	2.7745169657285498	5	
021	2	1.5	Esche	Ulme	2722.29436845697	7.909597591295443	0.764146476984024	0.6456736909828176	293	2.4668676203541096	4	595	2.7745169657285498	5	
022	2	0.5	Esche	Baum	1283.33333333333	7.157995055958045	0.6137266159057617	0.8124404443321745	30894	4.489874142210878	4	595	2.7745169657285498	5	
023	3	1.5	Esche	Birke	2561.7142831816	7.848822242655494	0.4401782155036926	0.620441524168003	939	2.972665592266111	5	595	2.7745169657285498	5	
024	1	1.0	Esche	Weide	1309.99999999999	7.178545483763692	0.703635036945343	0.7642697702909734	3935	3.5949447366950835	5	595	2.7745169657285498	5	
002	2	1.0	Faust	Hand	1083.43290991126	6.98881246566203	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
003	1	1.5	Faust	Hand	1371.53247467002	7.224412834065532	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
004	2	1.5	Faust	Arm	1574.61905310652	7.362403523627418	0.7602760195732117	0.7846037101792908	47214	4.67407079569366	3	12770	4.106190897263415	5	
005	1	0.5	Faust	Finger	1593.5108278448	7.374322277173245	0.5939242243766785	0.8018154263593631	38316	4.583380164587069	6	12770	4.106190897263415	5	
006	3	0.5	Faust	Hand	2089.41991472462	7.645120240914094	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
007	1	1.5	Faust	Goethe	2270.0	7.7279755421055585	0.6642537415027618	0.8733109838821385	15247	4.183184400298215	6	12770	4.106190897263415	5	
008	2	1.0	Faust	Hand	3511.02596378012	8.163948347603569	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
009	3	1.0	Faust	Daumen	2363.33333333333	7.7682513725339755	0.6688188314437866	0.8268021657061497	8772	3.9430986230054854	6	12770	4.106190897263415	5	
011	2	1.5	Faust	Hand	4011.65799434452	8.29720914220065	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
012	3	1.0	Faust	Finger	1022.03464201186	6.9305286285374805	0.5939242243766785	0.8018154263593631	38316	4.583380164587069	6	12770	4.106190897263415	5	
013	1	1.5	Faust	Hand	1947.73160418753	7.574933980526292	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
014	2	1.0	Faust	Hand	2958.44155268546	7.992755864885405	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
015	3	1.0	Faust	Goethe	2231.10822526172	7.710701810346179	0.6642537415027618	0.8733109838821385	15247	4.183184400298215	6	12770	4.106190897263415	5	
016	3	0.5	Faust	Hand	1801.32034996587	7.496830197044082	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
017	2	1.5	Faust	Finger	1990.23809734866	7.59651188372926	0.5939242243766785	0.8018154263593631	38316	4.583380164587069	6	12770	4.106190897263415	5	
018	1	0.5	Faust	Hand	998.419923589011	6.907175034261735	0.5688415765762329	0.7699974812141823	196720	5.2938485157306605	4	12770	4.106190897263415	5	
019	1	1.5	Faust	Fuss	2717.5714247724	7.907861809837446	0.6376026719808578	0.8438635408674171	48623	4.686841750954282	4	12770	4.106190897263415	5	
020	2	1.0	Faust	Finger	4063.61037487479	8.310073168648838	0.5939242243766785	0.8018154263593631	38316	4.583380164587069	6	12770	4.106190897263415	5	
021	3	0.5	Faust	Fuss	2372.79653579881	7.772245866272957	0.6376026719808578	0.8438635408674171	48623	4.686841750954282	4	12770	4.106190897263415	5	
022	3	1.0	Faust	Handballen	2382.24242316795	7.7762172021671025	0.7205990850925446	0.9019062816991112	208	2.3180633349627615	10	12770	4.106190897263415	5	
023	1	0.5	Faust	Arm	2496.66666666666	7.823112241696198	0.7602760195732117	0.7846037101792908	47214	4.67407079569366	3	12770	4.106190897263415	5	
001	1	1.0	Feile	Schraubenzieher	2599.49783265816	7.863458179780039	0.6397020220756531	0.807641813474385	889	2.9489017609702137	15	482	2.6830470382388496	5	
002	3	1.5	Feile	Reibe	1494.32901046883	7.310101535504273	0.5955431163311005	0.9150307226988976	554	2.74350976472843	5	482	2.6830470382388496	5	
003	2	0.5	Feile	Raspel	1574.61905310652	7.362403523627418	0.7118076086044312	0.6787884335119574	102	2.0086001717619175	6	482	2.6830470382388496	5	
004	3	0.5	Feile	Eisen	1248.7359388712	7.130687559077114	0.7538945525884628	0.8950178765721527	11515	4.06126394230025	5	482	2.6830470382388496	5	
005	2	1.0	Feile	Nagelschere	2029.99999999999	7.61628356158038	0.782786563038826	0.844759151643978	187	2.271841606536499	11	482	2.6830470382388496	5	
006	1	1.0	Feile	Schere	1584.06494047566	7.368380657380989	0.6678349077701569	0.830730341310236	5219	3.7175872968554606	6	482	2.6830470382388496	5	
007	2	0.5	Feile	Hammer	3590.0	8.186185994226083	0.7562172263860703	0.8420771350221263	12572	4.099404372345543	6	482	2.6830470382388496	5	
008	3	1.5	Feile	Hammer	2141.37229525489	7.669669043213492	0.7562172263860703	0.8420771350221263	12572	4.099404372345543	6	482	2.6830470382388496	5	
009	1	1.5	Feile	Zange	2032.74459050979	7.617633998669742	0.6702517867088318	0.8068296854775694	1748	3.2425414282983844	5	482	2.6830470382388496	5	
010	2	1.0	Feile	Schere	2618.38960739644	7.870696595336252	0.6678349077701569	0.830730341310236	5219	3.7175872968554606	6	482	2.6830470382388496	5	
011	3	0.5	Feile	Saege	1546.2813909991	7.344254728666438	0.5521855354309082	0.8061526674685794	1666	3.2216749970707688	5	482	2.6830470382388496	5	
012	1	1.5	Feile	Nagelschere	1203.33333333333	7.093681442479528	0.782786563038826	0.844759151643978	187	2.271841606536499	11	482	2.6830470382388496	5	
013	2	0.5	Feile	Schere	1447.09957362313	7.2780073368956835	0.6678349077701569	0.830730341310236	5219	3.7175872968554606	6	482	2.6830470382388496	5	
014	3	1.5	Feile	Nagelschere	2376.66666666666	7.773874893609926	0.782786563038826	0.844759151643978	187	2.271841606536499	11	482	2.6830470382388496	5	
015	1	1.5	Feile	Nagel	1640.7402646905	7.40351209521674	0.678002655506134	0.8947547572429295	6777	3.8310374856400253	5	482	2.6830470382388496	5	
016	1	1.0	Feile	Schere	1853.27273049613	7.525247839134564	0.6678349077701569	0.830730341310236	5219	3.7175872968554606	6	482	2.6830470382388496	5	
017	3	0.5	Feile	Nagel	1943.00866050296	7.572507440001695	0.678002655506134	0.8947547572429295	6777	3.8310374856400253	5	482	2.6830470382388496	5	
018	2	1.0	Feile	Nagel	1549.99999999999	7.346655163176532	0.678002655506134	0.8947547572429295	6777	3.8310374856400253	5	482	2.6830470382388496	5	
019	2	0.5	Feile	Hammer	2576.66666666666	7.854639875940923	0.7562172263860703	0.8420771350221263	12572	4.099404372345543	6	482	2.6830470382388496	5	
020	3	1.5	Feile	Hammer	1966.62337892581	7.584581686801098	0.7562172263860703	0.8420771350221263	12572	4.099404372345543	6	482	2.6830470382388496	5	
021	1	1.0	Feile	Hammer	2164.98701367774	7.680631432010986	0.7562172263860703	0.8420771350221263	12572	4.099404372345543	6	482	2.6830470382388496	5	
022	1	1.5	Feile	Haeute	1787.15151891216	7.488937694263943	0.6784110367298126	0.9228648113177111	539	2.7315887651867388	6	482	2.6830470382388496	5	
023	2	1.0	Feile	Hammer	1140.1082341261	7.039755204369467	0.7562172263860703	0.8420771350221263	12572	4.099404372345543	6	482	2.6830470382388496	5	
024	3	0.5	Feile	Schere	1839.10389944243	7.5175773160971024	0.6678349077701569	0.830730341310236	5219	3.7175872968554606	6	482	2.6830470382388496	5	
103	2	0.5	Feile	Schere	2608.9437200273	7.867083936876319	0.6678349077701569	0.830730341310236	5219	3.7175872968554606	6	482	2.6830470382388496	5	
001	2	1.5	Felsen	Gebirge	1900.50216734183	7.550399467174044	0.5069809556007385	0.6834159590045622	5046	3.702947246181556	7	11949	4.07733156112899	6	
002	1	0.5	Felsen	Gebirge	2164.98701367774	7.680631432010986	0.5069809556007385	0.6834159590045622	5046	3.702947246181556	7	11949	4.07733156112899	6	
004	1	1.0	Felsen	Stein	1654.9090957442	7.412105439564206	0.48759353160858154	0.6809128002475722	36574	4.563172460554859	5	11949	4.07733156112899	6	
005	3	1.5	Felsen	Stein	3816.66666666666	8.247394694729605	0.48759353160858154	0.6809128002475722	36574	4.563172460554859	5	11949	4.07733156112899	6	
006	2	1.5	Felsen	Berg	2670.0	7.89020821310996	0.5286985039710999	0.6642258864581132	30811	4.488705793981794	4	11949	4.07733156112899	6	
007	3	1.0	Felsen	Stein	1310.13420677061	7.178647848295904	0.48759353160858154	0.6809128002475722	36574	4.563172460554859	5	11949	4.07733156112899	6	
008	1	0.5	Felsen	Berg	2083.33333333333	7.6422043388991865	0.5286985039710999	0.6642258864581132	30811	4.488705793981794	4	11949	4.07733156112899	6	
009	2	0.5	Felsen	Stein	2972.61038373917	7.997532110952722	0.48759353160858154	0.6809128002475722	36574	4.563172460554859	5	11949	4.07733156112899	6	
010	3	1.5	Felsen	Huegel	2420.02597264451	7.7919466849451595	0.5357267707586288	0.7878027221874324	11380	4.056142262059052	6	11949	4.07733156112899	6	
011	1	1.0	Felsen	Berg	3816.66666666666	8.247394694729605	0.5286985039710999	0.6642258864581132	30811	4.488705793981794	4	11949	4.07733156112899	6	
012	2	0.5	Felsen	Stein	946.467543058744	6.853792681022881	0.48759353160858154	0.6809128002475722	36574	4.563172460554859	5	11949	4.07733156112899	6	
013	3	1.0	Felsen	Gebirge	1555.72727836824	7.350340998090073	0.5069809556007385	0.6834159590045622	5046	3.702947246181556	7	11949	4.07733156112899	6	
014	1	0.5	Felsen	Stein	2061.0822526172	7.631471553508392	0.48759353160858154	0.6809128002475722	36574	4.563172460554859	5	11949	4.07733156112899	6	
015	2	0.5	Felsen	Brocken	2254.72294368457	7.721225796425893	0.4665508270263672	0.8035752841642753	3554	3.550717423469283	7	11949	4.07733156112899	6	
016	2	1.5	Felsen	Gebirge	1938.28571681839	7.5700749970528065	0.5069809556007385	0.6834159590045622	5046	3.702947246181556	7	11949	4.07733156112899	6	
017	1	1.0	Felsen	Berg	2032.74459050979	7.617633998669742	0.5286985039710999	0.6642258864581132	30811	4.488705793981794	4	11949	4.07733156112899	6	
018	3	1.5	Felsen	Brocken	3614.93072484066	8.193104563375194	0.4665508270263672	0.8035752841642753	3554	3.550717423469283	7	11949	4.07733156112899	6	
019	3	1.0	Felsen	Stein	2051.63636524807	7.626880277730145	0.48759353160858154	0.6809128002475722	36574	4.563172460554859	5	11949	4.07733156112899	6	
020	1	0.5	Felsen	Stein	2183.87878841602	7.689315631581784	0.48759353160858154	0.6809128002475722	36574	4.563172460554859	5	11949	4.07733156112899	6	
022	2	0.5	Felsen	Gestein	2278.33766210741	7.731640180669759	0.3959367275238037	0.7138108895616746	2741	3.4379090355394983	7	11949	4.07733156112899	6	
023	3	1.5	Felsen	Berg	1517.94372889168	7.325770457071992	0.5286985039710999	0.6642258864581132	30811	4.488705793981794	4	11949	4.07733156112899	6	
024	1	1.0	Felsen	Geroell	1706.86147627447	7.442997268175699	0.6387812495231628	0.7253855818160728	937	2.971739590887778	7	11949	4.07733156112899	6	
103	3	1.0	Felsen	Berg	1551.00433468367	7.347302493705546	0.5286985039710999	0.6642258864581132	30811	4.488705793981794	4	11949	4.07733156112899	6	
001	2	1.5	Ferkel	Sau	2117.75757683204	7.658585147208284	0.7561312317848206	0.8495296317517432	5040	3.7024305364455254	3	1685	3.2265999052073573	6	
002	1	0.5	Ferkel	Schwein	1971.34632261038	7.586979139728176	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
003	3	1.0	Ferkel	Schwein	1768.25974417388	7.478316514457404	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
004	1	1.0	Ferkel	Sau	1947.73160418753	7.574933980526292	0.7561312317848206	0.8495296317517432	5040	3.7024305364455254	3	1685	3.2265999052073573	6	
005	3	1.5	Ferkel	Fohlen	2009.12987208694	7.6059546119443695	0.5476051568984985	0.8459569332261224	2228	3.3479151865016914	6	1685	3.2265999052073573	6	
006	2	1.5	Ferkel	Schwein	1730.47619469732	7.456729615377952	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
007	3	1.0	Ferkel	Lamm	1333.74892519346	7.196498482130644	0.4700583815574646	0.8406422052910842	3755	3.5746099413401873	4	1685	3.2265999052073573	6	
008	1	0.5	Ferkel	Schwein	3369.33765324303	8.122768212168001	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
009	2	0.5	Ferkel	Schwein	3166.25107480653	8.060619321832181	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
010	3	1.5	Ferkel	Kueken	2273.61471842284	7.72956596250354	0.3772929906845093	0.8223116048021518	3680	3.5658478186735176	6	1685	3.2265999052073573	6	
011	1	1.0	Ferkel	Schwein	1862.71861786527	7.530329027769657	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
012	2	0.5	Ferkel	Kaetzchen	2037.46753419436	7.619953595811345	0.5489093959331512	0.8455883996873236	3061	3.4858633295973345	9	1685	3.2265999052073573	6	
013	3	1.0	Ferkel	Sau	1621.84848995222	7.391938211309975	0.7561312317848206	0.8495296317517432	5040	3.7024305364455254	3	1685	3.2265999052073573	6	
014	1	0.5	Ferkel	Schwein	2202.7705631543	7.69792506465178	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
015	2	0.5	Ferkel	Sau	1872.16450523441	7.535384528397426	0.7561312317848206	0.8495296317517432	5040	3.7024305364455254	3	1685	3.2265999052073573	6	
016	2	1.5	Ferkel	Schwein	1088.15585359583	6.993158228942421	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
017	1	1.0	Ferkel	Sau	1664.35498311334	7.417793582761075	0.7561312317848206	0.8495296317517432	5040	3.7024305364455254	3	1685	3.2265999052073573	6	
019	3	1.0	Ferkel	Kuh	2642.00432581929	7.879671551310967	0.47812503576278687	0.798695225969726	11299	4.053040008642746	3	1685	3.2265999052073573	6	
020	1	0.5	Ferkel	Schwein	2264.1688310537	7.72540457423579	0.33011072874069214	0.8016698566180316	17178	4.234972598405243	7	1685	3.2265999052073573	6	
021	2	1.5	Ferkel	Lamm	2416.66666666666	7.7905581666953	0.4700583815574646	0.8406422052910842	3755	3.5746099413401873	4	1685	3.2265999052073573	6	
022	2	0.5	Ferkel	Tier	1536.83550362996	7.33813118961858	0.5313718318939209	0.8517842792603243	40723	4.609839764305466	4	1685	3.2265999052073573	6	
023	3	1.5	Ferkel	Kaelbchen	2410.58008527537	7.788037448692354	0.6324388980865479	0.8380450960740259	418	2.621176281775035	9	1685	3.2265999052073573	6	
