sub	session	condition	category	word	rt	log_rt	ft_distance	ppmi_distance	w_one_frequency	w_one_log10_frequency	w_one_length	w_two_frequency	w_two_log10_frequency	w_two_length	
021	1	1.0	Ader	Vene	2311.3982678994	7.746040476159173	0.6639767587184906	0.862515415722229	1094	3.039017321997412	4	1540	3.187520720836463	4	
022	1	1.5	Ader	Vene	1640.7402646905	7.40351209521674	0.6639767587184906	0.862515415722229	1094	3.039017321997412	4	1540	3.187520720836463	4	
023	2	1.0	Ader	Vene	2816.75324214837	7.943695123737574	0.6639767587184906	0.862515415722229	1094	3.039017321997412	4	1540	3.187520720836463	4	
024	3	0.5	Ader	Vene	1664.35498311334	7.417793582761075	0.6639767587184906	0.862515415722229	1094	3.039017321997412	4	1540	3.187520720836463	4	
103	2	0.5	Ader	Arterie	2363.35064842967	7.76825869596536	0.721679300069809	0.8316090003906473	959	2.9818186071706636	7	1540	3.187520720836463	4	
001	3	0.5	Adler	Geier	3369.33765324303	8.122768212168001	0.597025454044342	0.7841904370721965	2824	3.450864692379766	5	8554	3.932169245920792	5	
002	2	1.0	Adler	Vogel	1428.20779888486	7.264875582952768	0.48422712087631226	0.7102869269428034	23201	4.365506704077209	5	8554	3.932169245920792	5	
003	1	1.5	Adler	Vogel	1848.54978681157	7.522697529975658	0.48422712087631226	0.7102869269428034	23201	4.365506704077209	5	8554	3.932169245920792	5	
004	2	1.5	Adler	Vogel	1244.01299518664	7.126901246745249	0.48422712087631226	0.7102869269428034	23201	4.365506704077209	5	8554	3.932169245920792	5	
005	1	0.5	Adler	Bussard	1867.44156154984	7.5328599728409635	0.6430452167987823	0.8319178539294145	259	2.413299764081252	7	8554	3.932169245920792	5	
006	3	0.5	Adler	Vogel	1711.58441995904	7.445758865247803	0.48422712087631226	0.7102869269428034	23201	4.365506704077209	5	8554	3.932169245920792	5	
007	1	1.5	Adler	Geier	1248.7359388712	7.130687559077114	0.597025454044342	0.7841904370721965	2824	3.450864692379766	5	8554	3.932169245920792	5	
009	3	1.0	Adler	Taube	2623.11255108101	7.872498042086562	0.8454061299562454	0.7697172036403668	5026	3.701222484256557	5	8554	3.932169245920792	5	
010	1	0.5	Adler	Taube	2108.3116894629	7.654116959726214	0.8454061299562454	0.7697172036403668	5026	3.701222484256557	5	8554	3.932169245920792	5	
011	2	1.5	Adler	Geier	2301.95238053026	7.741947222459824	0.597025454044342	0.7841904370721965	2824	3.450864692379766	5	8554	3.932169245920792	5	
012	3	1.0	Adler	Sperber	1399.87013677744	7.244848848805491	0.6745142638683319	0.8396942403316667	626	2.7965743332104296	7	8554	3.932169245920792	5	
013	1	1.5	Adler	Spatz	1867.44156154984	7.5328599728409635	0.5753182768821716	0.8607338219838414	1535	3.1861083798132053	5	8554	3.932169245920792	5	
014	2	1.0	Adler	Falke	1532.11255994539	7.3350553007982695	0.4486217498779297	0.7832816623562229	1754	3.244029589030022	5	8554	3.932169245920792	5	
015	3	1.0	Adler	Falke	2270.0	7.7279755421055585	0.4486217498779297	0.7832816623562229	1754	3.244029589030022	5	8554	3.932169245920792	5	
016	3	0.5	Adler	Vogel	1806.04329365044	7.499447249159918	0.48422712087631226	0.7102869269428034	23201	4.365506704077209	5	8554	3.932169245920792	5	
017	2	1.5	Adler	Falke	1961.90043524124	7.58217847227756	0.4486217498779297	0.7832816623562229	1754	3.244029589030022	5	8554	3.932169245920792	5	
018	1	0.5	Adler	Bussard	1430.0	7.266128779556451	0.6430452167987823	0.8319178539294145	259	2.413299764081252	7	8554	3.932169245920792	5	
019	1	1.5	Adler	Taube	2793.13852372552	7.935279117587737	0.8454061299562454	0.7697172036403668	5026	3.701222484256557	5	8554	3.932169245920792	5	
020	2	1.0	Adler	Moewe	3070.0	8.029758520440822	0.6340557634830475	0.8464973682892957	777	2.8904210188009145	5	8554	3.932169245920792	5	
021	3	0.5	Adler	Habicht	2339.73593000682	7.758220658909902	0.722870409488678	0.7984706957812692	584	2.7664128471123997	7	8554	3.932169245920792	5	
022	3	1.0	Adler	Spatz	1409.31602414658	7.251569088859115	0.5753182768821716	0.8607338219838414	1535	3.1861083798132053	5	8554	3.932169245920792	5	
023	1	0.5	Adler	Falke	1810.76623733501	7.5020574701874025	0.4486217498779297	0.7832816623562229	1754	3.244029589030022	5	8554	3.932169245920792	5	
103	1	1.5	Adler	Geier	2131.92640788575	7.665250216181708	0.597025454044342	0.7841904370721965	2824	3.450864692379766	5	8554	3.932169245920792	5	
001	1	1.0	Apfel	Birne	1536.83550362996	7.33813118961858	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
002	3	1.5	Apfel	Birne	1026.75758569643	6.93513460662784	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
003	2	0.5	Apfel	Birne	1319.58009413975	7.185826384301229	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
004	3	0.5	Apfel	Birne	1150.0	7.048386408721883	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
005	2	1.0	Apfel	Kiwi	1659.63203942877	7.414953555528816	0.6215453743934631	0.7072682471041691	610	2.785329835010767	4	7085	3.850339854583479	5	
006	1	1.0	Apfel	Banane	1640.7402646905	7.40351209521674	0.5669535994529724	0.6322677170137962	2709	3.4328090050331683	6	7085	3.850339854583479	5	
007	2	0.5	Apfel	Birne	976.666666666666	6.88516878030934	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
008	3	1.5	Apfel	Birne	1643.33333333333	7.405090312565626	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
009	1	1.5	Apfel	Birne	1710.0	7.444833273892193	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
010	2	1.0	Apfel	Birne	2190.0	7.692113339595466	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
011	3	0.5	Apfel	Kirsche	1687.96970153619	7.431873977947189	0.5605172216892242	0.712721700681826	928	2.967547976218862	7	7085	3.850339854583479	5	
012	1	1.5	Apfel	Birne	1016.66666666666	6.925267704066761	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
013	2	0.5	Apfel	Orange	2470.0	7.81237820598861	0.6535078585147858	0.7395788977087132	6907	3.839289456006147	6	7085	3.850339854583479	5	
014	3	1.5	Apfel	Birne	1336.66666666666	7.198682081598802	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
015	1	1.5	Apfel	Apfelsine	1432.93074256943	7.2681747233192056	0.5019878149032593	0.7651421419604566	178	2.250420002308894	9	7085	3.850339854583479	5	
016	1	1.0	Apfel	Banane	1309.99999999999	7.178545483763692	0.5669535994529724	0.6322677170137962	2709	3.4328090050331683	6	7085	3.850339854583479	5	
017	3	0.5	Apfel	Birne	2336.66666666666	7.756908559868798	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
018	2	1.0	Apfel	Birne	1176.66666666666	7.071290358691029	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
019	2	0.5	Apfel	Birne	1696.66666666666	7.43701003821649	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
020	3	1.5	Apfel	Birne	1857.9956741807	7.527791660758381	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
021	1	1.0	Apfel	Kiwi	2353.90476106053	7.764255564469495	0.6215453743934631	0.7072682471041691	610	2.785329835010767	4	7085	3.850339854583479	5	
022	1	1.5	Apfel	Birne	1900.50216734183	7.550399467174044	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
023	2	1.0	Apfel	Erdbeere	3723.55842958576	8.222703581393871	0.48977935314178467	0.727271423797587	687	2.8369567370595505	8	7085	3.850339854583479	5	
024	3	0.5	Apfel	Birne	1536.83550362996	7.33813118961858	0.5061915814876556	0.6558911465903936	2644	3.4222614508136027	5	7085	3.850339854583479	5	
103	2	0.5	Apfel	Banane	2377.51947948338	7.774233505657333	0.5669535994529724	0.6322677170137962	2709	3.4328090050331683	6	7085	3.850339854583479	5	
001	1	1.0	Arm	Bein	1496.66666666666	7.3116636204020455	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
002	3	1.5	Arm	Bein	1168.44589623352	7.064285322648431	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
003	2	0.5	Arm	Hand	1206.22944571008	7.096083298897451	0.6647471487522125	0.6043312618384316	196720	5.2938485157306605	4	47214	4.67407079569366	3	
004	3	0.5	Arm	Bein	1043.33333333333	6.951134002284078	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
005	2	1.0	Arm	Bein	1244.01299518664	7.126901246745249	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
006	1	1.0	Arm	Bein	1258.18182624034	7.138217444776536	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
007	2	0.5	Arm	Bein	918.129880951325	6.823427440934844	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
008	3	1.5	Arm	Bein	1176.66666666666	7.071290358691029	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
009	1	1.5	Arm	Fuss	1206.22944571008	7.096083298897451	0.7338439077138901	0.7711116521000574	48623	4.686841750954282	4	47214	4.67407079569366	3	
010	2	1.0	Arm	Bein	1509.99999999999	7.320526962272733	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
011	3	0.5	Arm	Bein	1234.5671078175	7.119285340276937	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
012	1	1.5	Arm	Bein	883.333333333333	6.78483406546963	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
013	2	0.5	Arm	Hand	1319.58009413975	7.185826384301229	0.6647471487522125	0.6043312618384316	196720	5.2938485157306605	4	47214	4.67407079569366	3	
014	3	1.5	Arm	Bein	1229.84416413293	7.11545552526507	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
015	1	1.5	Arm	Bein	1403.33333333333	7.2473179733109045	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
016	1	1.0	Arm	Fuss	1182.61472728723	7.076328363239477	0.7338439077138901	0.7711116521000574	48623	4.686841750954282	4	47214	4.67407079569366	3	
017	3	0.5	Arm	Bein	1843.33333333333	7.519873154229998	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
018	2	1.0	Arm	Bein	771.718626729663	6.649914980679357	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
019	2	0.5	Arm	Hand	1291.24243203233	7.164134307632093	0.6647471487522125	0.6043312618384316	196720	5.2938485157306605	4	47214	4.67407079569366	3	
020	3	1.5	Arm	Bein	1380.97836203916	7.231271347214565	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
021	1	1.0	Arm	Bein	1563.33333333333	7.355215027126306	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
022	1	1.5	Arm	Bein	1416.66666666666	7.256767606585519	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
023	2	1.0	Arm	Bein	1277.07360097862	7.15310922402929	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
024	3	0.5	Arm	Bein	1522.66667257625	7.328874993542162	0.6622516512870789	0.6167916962668053	21016	4.322550059778014	4	47214	4.67407079569366	3	
103	2	0.5	Arm	Fuss	1470.71429204598	7.294183185372475	0.7338439077138901	0.7711116521000574	48623	4.686841750954282	4	47214	4.67407079569366	3	
001	2	1.5	Armband	Ring	2486.14718422848	7.818891623487105	0.6130065023899078	0.8499012296354658	26742	4.42719388446982	4	1745	3.241795431295199	7	
002	1	0.5	Armband	Halskette	1839.10389944243	7.5175773160971024	0.316408634185791	0.7477304529877022	1311	3.1176026916900845	9	1745	3.241795431295199	7	
003	3	1.0	Armband	Uhr	1914.67099839554	7.557823231049293	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
004	1	1.0	Armband	Uhr	1430.0	7.266128779556451	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
005	3	1.5	Armband	Kette	2056.35930893264	7.629178550593616	0.4237271547317505	0.8480141710018781	13159	4.119222886923583	5	1745	3.241795431295199	7	
006	2	1.5	Armband	Uhr	2310.0	7.745435610274381	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
007	3	1.0	Armband	Kette	1371.53247467002	7.224412834065532	0.4237271547317505	0.8480141710018781	13159	4.119222886923583	5	1745	3.241795431295199	7	
008	1	0.5	Armband	Uhr	1563.33333333333	7.355215027126306	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
009	2	0.5	Armband	Kette	1262.90476992491	7.1419612316193035	0.4237271547317505	0.8480141710018781	13159	4.119222886923583	5	1745	3.241795431295199	7	
010	3	1.5	Armband	Uhr	2176.66666666666	7.686009246172637	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
011	1	1.0	Armband	Ring	2887.59739741691	7.968526333682416	0.6130065023899078	0.8499012296354658	26742	4.42719388446982	4	1745	3.241795431295199	7	
012	2	0.5	Armband	Kette	1045.6493604347	6.953349255480962	0.4237271547317505	0.8480141710018781	13159	4.119222886923583	5	1745	3.241795431295199	7	
013	3	1.0	Armband	Ring	1414.03896783115	7.2549123488014295	0.6130065023899078	0.8499012296354658	26742	4.42719388446982	4	1745	3.241795431295199	7	
014	1	0.5	Armband	Halsband	2018.57575945608	7.610642748266699	0.3802751302719116	0.8316464576755827	1502	3.17666993266815	8	1745	3.241795431295199	7	
015	2	0.5	Armband	Uhr	2240.55411263086	7.714924704562568	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
016	2	1.5	Armband	Armbanduhr	2083.33333333333	7.6422043388991865	0.27536529302597046	0.8092343863918867	963	2.9836262871245345	10	1745	3.241795431295199	7	
017	1	1.0	Armband	Uhr	1989.99999999999	7.596392304064191	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
018	3	1.5	Armband	Kette	1362.08658730088	7.21750695667869	0.4237271547317505	0.8480141710018781	13159	4.119222886923583	5	1745	3.241795431295199	7	
019	3	1.0	Armband	Uhr	2883.33333333333	7.967049071938628	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
020	1	0.5	Armband	Halsband	2386.96536685252	7.778196971414241	0.3802751302719116	0.8316464576755827	1502	3.17666993266815	8	1745	3.241795431295199	7	
021	2	1.5	Armband	Kette	2708.12553740326	7.9043811818763805	0.4237271547317505	0.8480141710018781	13159	4.119222886923583	5	1745	3.241795431295199	7	
022	2	0.5	Armband	Kleidung	2103.58874577833	7.651875356852678	0.585513710975647	0.8996289845692483	27224	4.434951936087753	8	1745	3.241795431295199	7	
023	3	1.5	Armband	Uhr	2528.65367738961	7.835837685944497	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
024	1	1.0	Armband	Halsband	1390.4242494083	7.23808314140171	0.3802751302719116	0.8316464576755827	1502	3.17666993266815	8	1745	3.241795431295199	7	
103	3	1.0	Armband	Uhr	3317.38527271276	8.10723357995664	0.563271552324295	0.9253704376096916	318982	5.503766176721027	3	1745	3.241795431295199	7	
001	2	1.5	Arzt	Krankenschwester	2599.49783265816	7.863458179780039	0.3999236822128296	0.8061215685241484	5989	3.7773543130842087	16	93286	4.969816471410333	4	
002	1	0.5	Arzt	Patient	2523.93073370504	7.833968909137167	0.4769864082336426	0.5816083706786743	28045	4.447855444345535	7	93286	4.969816471410333	4	
003	3	1.0	Arzt	Doktor	1669.07792679791	7.420625567075367	0.4555649757385254	0.8074007853536257	36645	4.564014726029118	6	93286	4.969816471410333	4	
004	1	1.0	Arzt	krank	1352.64069993174	7.210553056316402	0.5597707033157349	0.7903777817080038	47814	4.679555077208896	5	93286	4.969816471410333	4	
005	3	1.5	Arzt	Sanitaeter	1791.87446259673	7.491575455870474	0.48081886768341064	0.8897106683190837	3177	3.5020172148271476	10	93286	4.969816471410333	4	
006	2	1.5	Arzt	Krankenschwester	1957.17749155667	7.579769468398118	0.3999236822128296	0.8061215685241484	5989	3.7773543130842087	16	93286	4.969816471410333	4	
007	3	1.0	Arzt	Professor	2216.93939420801	7.704333843014002	0.6105597913265228	0.7925026778766081	68865	4.837998551821702	9	93286	4.969816471410333	4	
009	2	0.5	Arzt	Bauarbeiter	3483.33333333333	8.156032008864596	0.6542550325393677	0.9306276486724365	2270	3.356025857193123	11	93286	4.969816471410333	4	
010	3	1.5	Arzt	Chirurg	3029.28570795401	8.016412187112232	0.4162468910217285	0.7790692857483199	2797	3.4466924663715273	7	93286	4.969816471410333	4	
011	1	1.0	Arzt	Doktor	2604.22077634273	7.865272701591594	0.4555649757385254	0.8074007853536257	36645	4.564014726029118	6	93286	4.969816471410333	4	
012	2	0.5	Arzt	Schwester	1480.16017941512	7.300580964675322	0.5638447999954224	0.8509384631504093	80924	4.90807734141208	9	93286	4.969816471410333	4	
013	3	1.0	Arzt	Krankenschwester	1706.86147627447	7.442997268175699	0.3999236822128296	0.8061215685241484	5989	3.7773543130842087	16	93286	4.969816471410333	4	
014	1	0.5	Arzt	Krankenhaus	2386.96536685252	7.778196971414241	0.38172370195388794	0.6348432183702893	55737	4.746143589448896	11	93286	4.969816471410333	4	
015	2	0.5	Arzt	Krankheit	1938.28571681839	7.5700749970528065	0.5641314089298248	0.6738737882630461	57968	4.763188316690462	9	93286	4.969816471410333	4	
016	2	1.5	Arzt	Schwester	1423.48485520029	7.261565522221418	0.5638447999954224	0.8509384631504093	80924	4.90807734141208	9	93286	4.969816471410333	4	
017	1	1.0	Arzt	Zahnarzt	1593.5108278448	7.374322277173245	0.2528195381164551	0.7456229276564079	7523	3.8763910618191875	8	93286	4.969816471410333	4	
018	3	1.5	Arzt	Krankenschwester	1258.18182624034	7.138217444776536	0.3999236822128296	0.8061215685241484	5989	3.7773543130842087	16	93286	4.969816471410333	4	
019	3	1.0	Arzt	Krankenschwester	2982.05627110831	8.000703648268543	0.3999236822128296	0.8061215685241484	5989	3.7773543130842087	16	93286	4.969816471410333	4	
020	1	0.5	Arzt	Schwester	2783.69263635638	7.93189278230544	0.5638447999954224	0.8509384631504093	80924	4.90807734141208	9	93286	4.969816471410333	4	
021	2	1.5	Arzt	Pfleger	2443.64069106736	7.801653434491124	0.5013106465339661	0.8639046318084755	3250	3.5118833609788744	7	93286	4.969816471410333	4	
022	2	0.5	Arzt	Beruf	1380.97836203916	7.231271347214565	0.6080206632614136	0.8392641734274211	51465	4.711511977111854	5	93286	4.969816471410333	4	
023	3	1.5	Arzt	Apotheker	4129.73158645876	8.326209809846107	0.5142529308795929	0.740498672925872	8447	3.926702494182645	9	93286	4.969816471410333	4	
024	1	1.0	Arzt	Patient	1451.8225173077	7.281263506975058	0.4769864082336426	0.5816083706786743	28045	4.447855444345535	7	93286	4.969816471410333	4	
001	3	0.5	Aufzug	Treppe	2821.47618583294	7.945369858727972	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
002	2	1.0	Aufzug	Treppe	1225.12122044836	7.111610986362335	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
004	2	1.5	Aufzug	Treppe	1503.77489783797	7.3163985964534595	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
005	1	0.5	Aufzug	Fahrstuhl	1092.8787972804	6.997485188252461	0.3350852131843567	0.7343579927283541	3775	3.576916955965207	9	5901	3.7709256146389993	6	
006	3	0.5	Aufzug	Treppe	1527.38961626082	7.33196992168734	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
007	1	1.5	Aufzug	Treppe	1173.16883991809	7.068315805991379	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
008	2	1.0	Aufzug	Treppe	1735.19913838189	7.459453599690962	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
009	3	1.0	Aufzug	Treppe	1461.26840467684	7.287744210789892	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
010	1	0.5	Aufzug	Rolltreppe	3846.35496538458	8.255141169196053	0.511407196521759	0.8113741315270336	650	2.8129133566428557	10	5901	3.7709256146389993	6	
012	3	1.0	Aufzug	Lift	1123.33333333333	7.024945546393537	0.5101739764213562	0.7591776457654342	2138	3.330007700872759	4	5901	3.7709256146389993	6	
013	1	1.5	Aufzug	Treppe	1461.26840467684	7.287744210789892	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
014	2	1.0	Aufzug	Hebebuehne	1952.4545478721	7.5773546472022275	0.548492968082428	0.9146300532725483	211	2.3242824552976926	10	5901	3.7709256146389993	6	
015	3	1.0	Aufzug	Treppe	1300.68831940147	7.171417408090731	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
016	3	0.5	Aufzug	Rolltreppe	1943.00866050296	7.572507440001695	0.511407196521759	0.8113741315270336	650	2.8129133566428557	10	5901	3.7709256146389993	6	
017	2	1.5	Aufzug	Treppe	1362.08658730088	7.21750695667869	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
018	1	0.5	Aufzug	Treppe	1187.3376709718	7.080310694360272	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
019	1	1.5	Aufzug	Treppe	2542.82250844332	7.841423153332401	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
020	2	1.0	Aufzug	Treppe	1494.32901046883	7.310101535504273	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
021	3	0.5	Aufzug	Lift	2353.90476106053	7.764255564469495	0.5101739764213562	0.7591776457654342	2138	3.330007700872759	4	5901	3.7709256146389993	6	
022	3	1.0	Aufzug	Treppe	1244.01299518664	7.126901246745249	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
023	1	0.5	Aufzug	Treppe	1829.65801207329	7.512430750644824	0.43566638231277466	0.7529156088610758	14466	4.160348460761098	6	5901	3.7709256146389993	6	
024	2	1.5	Aufzug	Lift	1399.87013677744	7.244848848805491	0.5101739764213562	0.7591776457654342	2138	3.330007700872759	4	5901	3.7709256146389993	6	
103	1	1.5	Aufzug	Lift	1923.33333333333	7.562334866392822	0.5101739764213562	0.7591776457654342	2138	3.330007700872759	4	5901	3.7709256146389993	6	
001	3	0.5	Auge	Nase	2032.74459050979	7.617633998669742	0.41062241792678833	0.7226190987010899	38769	4.588484599044793	4	65822	4.818371074186973	4	
002	2	1.0	Auge	Nase	1123.33333333333	7.024945546393537	0.41062241792678833	0.7226190987010899	38769	4.588484599044793	4	65822	4.818371074186973	4	
003	1	1.5	Auge	Ohr	1248.7359388712	7.130687559077114	0.4428694248199463	0.7407438604060121	21237	4.327093167048512	3	65822	4.818371074186973	4	
005	1	0.5	Auge	Nase	989.999999999999	6.8987145343299865	0.41062241792678833	0.7226190987010899	38769	4.588484599044793	4	65822	4.818371074186973	4	
006	3	0.5	Auge	Nase	1643.33333333333	7.405090312565626	0.41062241792678833	0.7226190987010899	38769	4.588484599044793	4	65822	4.818371074186973	4	
007	1	1.5	Auge	Nase	2136.66666666666	7.66747017048075	0.41062241792678833	0.7226190987010899	38769	4.588484599044793	4	65822	4.818371074186973	4	
008	2	1.0	Auge	Nase	1123.33333333333	7.024945546393537	0.41062241792678833	0.7226190987010899	38769	4.588484599044793	4	65822	4.818371074186973	4	
009	3	1.0	Auge	Lippe	1630.0	7.396948602621014	0.6580247581005096	0.8745928919709989	2782	3.4443571256560275	5	65822	4.818371074186973	4	
010	1	0.5	Auge	Finger	2113.03463314747	7.656353549052595	0.5908374488353729	0.7560765673853382	38316	4.583380164587069	6	65822	4.818371074186973	4	
